no,y,x1,x2,x3,x4,x5
623,1.066,1.041,55173,1,0.055,2
624,1.01,1.025,281875,0.755,0.088,2
625,1.098,0.911,455100,0.07,0.228,2
626,1.009,1.057,3026291,1,0.073,2
627,1,1.095,171350,0.87,0.101,2
628,1.009,1.25,1180000,0.247,0.175,2
629,1.01,1.083,643500,0.088,0.055,2
630,1.012,0.971,218625,0.273,0.082,2
631,1.028,1.65,1428075,0.16,0.1,2
632,1.014,1.08,108000,1,0.07,2
633,1.12,1.175,92628,1,0.087,2
634,1.12,1.844,650720,1,0.287,2
635,1.054,0.931,131566,0.182,0.148,2
636,1.008,1,134999,0.125,0.052,2
637,1.032,1.015,301875,0.14,0.073,2
638,1.005,0.985,640687,0.309,0.102,2
639,1.011,1,178752,0.601,0.052,2
640,1.063,1.1,88000,1,0.033,2
641,1.007,1.224,85115,0.792,0,2
642,1.011,1.004,234166,0.42,0.139,2
643,1.077,1.44,1281204,0.168,0.135,2
644,1.008,1.08,175500,0.455,0.095,2
645,1.009,0.975,278571,0.215,0.08,2
646,1.026,0.944,101939,1,0.079,2
647,1.016,0.944,314500,0.818,0.083,2
648,1.005,0.975,107250,0.595,0.074,2
649,1.012,1.25,125921,1,0.074,2
650,1.116,1.923,255000,0.136,0.201,2
651,1.026,1.117,80400,0.168,0.052,2
652,1.019,1,150000,1,0.063,2
653,1.043,1.31,136822,0.314,0.238,2
654,1.016,1.017,152500,0.149,0.059,2
655,1.029,1.159,441150,0.468,0.123,2
656,1.045,1.019,318000,0.366,0.039,2
657,1.018,0.976,465909,0.224,0.069,2
658,1.05,1.357,142500,0.243,0.124,2
659,1,0.979,156666,0.244,0.065,2
660,1.036,1,133000,0.241,0.037,2
661,1.022,0.957,71500,0.254,0.13,2
662,1.012,1.089,274500,0.282,0.085,2
663,1.035,0.919,114864,0.056,0.068,2
664,1.071,0.875,82352,0.261,0.08,2
665,1.023,0.88,106920,0.867,0.116,2
666,1,1.052,144787,0.155,0.061,2
667,1.005,0.989,287100,0.4,0.137,2
668,1.07,0.983,154523,1,0.128,2
669,1.02,1.302,528937,1,0.1,2
670,1.083,1.311,150800,0.109,0.194,2
671,1.012,1,73500,0.411,0.075,2
672,1.043,1.2,128571,0.328,0.158,2
673,1.009,1.076,1767857,0.205,0.089,2
674,1.013,1.481,248800,0.114,0.209,2
675,1.029,1.25,126000,0.307,0.129,2
676,1.021,1.094,332500,0.2,0.122,2
677,1.006,1.319,276687,0.097,0.131,2
678,1.032,1.273,105000,0.319,0.118,2
679,1.023,1,260000,0.475,0.095,2
680,1.002,1,80000,0.777,0.065,2
681,1.024,0.969,226166,0.192,0.074,2
682,1.049,0.976,221975,0.221,0.09,2
683,1.035,1.074,244799,0.217,0.096,2
684,1.062,1.3,163800,0.297,0.134,2
685,1.019,1.094,111125,0.206,0.21,2
686,1.022,1.045,89843,0.475,0.05,2
687,1.006,1.216,523631,1,0.188,2
688,1.012,0.953,362563,0.289,0.094,2
689,1.017,0.967,58483,0.546,0.113,2
690,1.02,0.958,301875,0.217,0.153,2
691,1.026,0.961,91250,0.511,0.151,2
692,1.032,0.989,347100,0.327,0.119,2
693,1,1,308000,0.183,0.056,2
694,1.042,1.325,265000,0.151,0.191,2
695,1.028,0.931,60500,0.295,0.067,2
696,1.04,1.316,152500,0.129,0.116,2
697,1.01,0.973,34456,0.706,0.029,2
698,1.3,1.25,293680,0.092,0.139,2
699,1.005,1,49500,0.028,0.022,2
700,1.012,1.034,2912000,1,0.046,2
701,1.125,1.313,341930,0.093,0.141,2
702,1.001,1.193,118945,0.131,0.049,2
703,1.006,1.077,574000,1,0.082,2
704,1.011,1.217,385000,0.866,0.115,2
705,1.008,1.205,1115000,0.584,0.062,2
706,1.017,1.113,645540,0.257,0.128,2
707,1.028,1.014,202777,1,0.065,2
708,1.05,1.064,352894,0.244,0.119,2
709,1.027,1.107,246263,0.17,0.171,2
710,1.001,1.057,2422190,0.681,0.073,2
711,1.006,0.964,112178,0.315,0.059,2
712,1.103,1.563,107543,0.185,0,2
713,1.017,1.206,448437,0.189,0.211,2
714,1.018,1.26,475996,0.466,0.205,2
715,1.006,1.094,1036421,0.184,0.136,2
716,1.015,1.108,465400,0.749,0.151,2
717,1.237,1.862,326991,0.07,0.164,2
718,1.018,1.067,274400,0.454,0.068,2
719,1.031,1.25,126114,0.243,0.204,2
720,1.021,0.933,280000,0.2,0.037,2
721,1.002,0.988,49375,1,0.035,2
722,1.231,1.393,1035450,0.045,0.143,2
723,1.003,1.054,236000,0.634,0.048,2
724,1.034,1.335,165516,0.14,0.174,2
725,1.027,1.043,963599,0.345,0.077,2
726,1.1,1,385000,0.423,0.19,2
727,1,1,126000,0.114,0.184,2
728,1.01,1.222,244375,0.262,0.181,2
729,1.034,1.217,1314000,0.307,0.135,2
730,1.011,0.958,474375,0.267,0.058,2
731,1.019,1.133,71400,0.341,0.073,2
732,1.024,1.193,262500,0.989,0.167,2
733,1.035,0.957,394750,0.869,0.078,2
734,1.048,0.988,161127,0.428,0.1,2
735,1.01,1,300000,0.392,0.102,2
736,1.068,1.327,129375,1,0.125,2
737,1.018,1,370000,0.479,0.079,2
738,1.008,1.097,279204,0.396,0.039,2
739,1.02,1.025,143500,0.834,0.119,2
740,1.016,1.051,410000,0.276,0.071,2
741,1.04,1.167,118492,0.195,0.17,2
742,1.019,1.058,451184,0.262,0.094,2
743,1.014,0.941,113850,0.343,0.08,2
744,1.026,1,305175,0.236,0.02,2
745,1.006,1.011,247775,0.355,0.072,2
746,1.029,1.073,1931030,0.216,0.067,2
747,1.029,1.091,210000,0.353,0.128,2
748,1.005,1.038,566800,0.523,0.059,2
749,1.046,1.083,958100,1,0.118,2
750,1.02,1.132,794560,0.28,0.193,2
751,1.01,1.026,626455,0.281,0.1,2
752,1.024,1.092,176195,0.189,0.091,2
753,1.035,1.576,196526,0.06,0.125,2
754,1.062,1.074,121978,0.287,0.046,2
755,1.019,2.287,240150,0.442,0,2
756,1.015,1.391,1280000,0.593,0.179,2
757,1.026,1.647,215600,1,0.178,2
758,1.011,1.012,174000,0.267,0.054,1
759,1.011,1.015,202941,0.222,0.077,2
760,1.016,1.05,262500,0.512,0.04,2
761,1.02,0.909,200000,0.303,0.019,2
762,1.023,0.926,173593,0.347,0.079,2
763,1.039,0.9,69300,0.223,0.171,2
764,1.007,1,435000,0.36,0.094,2
765,1.008,0.972,148750,0.844,0.108,2
766,1.022,1.294,104500,0.105,0.12,2
767,1.018,1.324,101250,0.137,0.183,2
768,1.011,1.137,642687,0.141,0.104,2
769,1.005,1.062,540375,0.248,0.079,2
770,1.004,1.12,447999,0.956,0.163,2
771,1.008,1,806300,0.549,0.092,2
772,1.015,1.062,197200,0.166,0.206,2
773,1.015,1,256500,0.859,0.22,2
774,1.04,1.1,198000,0.737,0.154,2
775,1.043,1,2875000,0.151,0.07,2
776,1.296,0.943,61021,0.01,0.054,2
777,1.009,1,78571,0.258,0.142,2
778,1.035,1.944,437500,0.271,0.251,2
779,1.028,1.574,246675,0.223,0.171,2
780,1.018,1.066,1282350,1,0.166,2
781,1.026,1.023,287100,0.537,0.095,2
782,1,1,132000,0.683,0.084,2
783,1.016,1.004,120500,0.346,0.036,2
784,1.006,1.107,302250,0.852,0.12,2
785,1.026,1.213,150400,1,0.158,2
786,1.018,1.061,667156,1,0.13,2
787,1.05,1.156,277500,0.22,0.209,2
788,1.014,1.042,84687,0.334,0.042,2
789,1.009,1.151,267756,0.433,0.141,2
790,1.028,0.98,270152,0.219,0.086,2
791,1.012,1.095,394637,0.387,0.082,2
792,1.008,1.1,82500,0.152,0.099,2
793,1.015,1.094,727409,0.166,0.154,2
794,1.018,1.125,80156,0.268,0.027,1
795,1.005,1.087,206500,0.212,0.111,2
796,1,0.976,89499,0.951,0.097,2
797,1.035,1.444,488276,0.277,0.158,2
798,1.001,1.106,530700,0.25,0.092,2
799,1.083,1.735,3157000,0.129,0.169,2
800,1.049,1.6,120000,0.228,0.15,2
801,1.007,1.129,346752,0.263,0,2
802,1.028,0.983,114312,1,0.155,2
803,1.012,1.095,843500,0.254,0.135,2
804,1.014,0.972,192500,0.731,0.123,2
805,1.027,0.929,144096,0.893,0.097,2
806,1.02,1.5,140400,0.269,0.217,2
807,1.043,1.9,495710,1,0.158,2
808,1.038,0.923,66027,0.109,0.106,2
809,1.35,1.538,130000,1,0.076,2
810,1.012,1.228,423750,0.521,0.211,2
811,1.064,0.833,135000,0.22,0.187,2
812,1.033,1.475,295000,0.276,0.252,2
813,1.011,1.06,246752,0.652,0.073,2
814,1.048,0.987,1254951,0.25,0.06,2
815,1.1,1.063,350406,0.196,0.181,2
816,1.083,1,367500,0.87,0.122,2
817,1.028,1.241,396000,1,0.195,2
818,1.016,1.11,64935,0.253,0.111,2
819,1.003,0.983,309750,0.245,0.074,2
820,1.093,1.538,115720,1,0.15,2
821,1.012,1.017,103991,0.265,0.052,2
822,1.013,1,100000,0.457,0.067,2
823,1.025,1.716,1093137,1,0.093,1
824,1.03,1.235,466979,0.08,0.146,2
825,1.064,1.05,336000,0.87,0.02,2
826,1.053,1,100800,0.266,0.14,2
827,1.072,1.045,227244,0.323,0.137,2
828,1.012,1.262,340650,0.887,0.13,2
829,1.005,0.94,150400,0.774,0.166,2
830,1.012,1.003,232725,0.275,0.063,2
831,1.031,1.091,330000,0.603,0.123,2
832,1.01,0.975,170625,0.531,0.074,2
833,1,1,26400,1,0.03,2
834,1.171,1.247,233200,1,0.149,2
835,1.009,1.118,437000,1,0.104,2
836,1.064,1.319,210999,0.105,0.102,2
837,1.068,1.4,168000,0.081,0.086,2
838,1.061,1,56300,0.254,0.085,2
839,1.03,1.505,192049,0.1,0.084,2
840,1.181,1.467,157371,1,0.166,2
841,1.111,2.109,427887,0.009,0.098,2
842,1.046,1.132,452842,0.088,0.07,2
843,1.046,1.267,126666,0.158,0.074,2
844,1.005,0.965,115825,0.709,0.236,2
845,1.01,1.832,149624,0.317,0.189,2
846,1.084,1.075,81401,1,0.09,2
847,1.008,1.212,2712150,1,0.159,2
848,1.033,1,77400,0.062,0.073,2
849,1.003,1.001,72072,0.762,0.013,1
850,1.016,0.966,231840,0.8,0.031,1
851,1,1,40000,0.755,0.025,1
852,1,1,60000,0.767,0.034,1
853,1.004,1,70000,0.763,0.065,1
854,1.009,1.001,40040,0.757,0.037,1
855,1.002,1.003,125374,0.772,0.035,1
856,1.007,0.978,78240,0.8,0.053,1
857,1.004,1,100000,0.759,0.048,1
858,1.001,1,350000,0.8,0.058,1
859,1.002,1,125000,0.8,0.03,1
860,1.007,1,40000,0.768,0.12,1
861,1.001,1,40000,0.772,0.062,1
862,1.004,1,185000,0.8,0.037,1
863,1.006,1.008,438480,0.8,0.016,1
864,1.016,1.018,974399,0.068,0.003,2
865,1.019,0.933,233774,0.185,0.119,1
866,1.231,1.286,54000,0.343,0.041,1
867,1.048,1,25000,0.292,0.04,1
868,1.038,0.975,53625,0.357,0.035,1
869,1.049,1,51000,0.296,0.012,1
870,1.006,1.083,238875,0.999,0.051,2
871,1.041,0.984,189000,0.192,0.067,2
872,1.101,1.049,11540,0.158,0.01,1
873,1.045,0.791,10298,0.83,0.013,1
874,1.072,1,50000,0.387,0.044,1
875,1.016,0.916,151200,0.091,0.075,1
876,1.006,1.004,602400,0.8,0.026,1
877,1.013,1.205,198750,0.252,0.163,2
878,1,1,49999,0.433,0.018,3
879,1.016,1.154,1030500,0.091,0.14,2
880,1.015,1.131,452333,1,0,1
881,1.088,1,45030,0.173,0.007,3
882,1.183,1.732,207900,0.216,0.213,1
883,1.006,1,450000,0.8,0.027,1
884,1.031,1,50000,0.301,0.011,1
885,1.026,1,70500,0.23,0.064,1
886,1.032,0.94,10377,0.13,0.024,1
887,1.107,1.083,86666,0.239,0.045,1
888,1.003,1.002,50100,0.743,0.041,1
889,1.074,1.012,6885,0.216,0.014,3
890,1,1,50000,0.374,0.053,1
891,1.058,1.375,190638,0.249,0.174,1
892,1.001,1,50000,0.767,0.023,3
893,1.011,0.985,418499,1,0.126,2
894,1.059,0.924,250701,0.297,0.125,1
895,1,2,10600,0.079,0,1
896,1.034,1.055,84855,0.266,0.043,1
897,1.03,1,54000,0.338,0.054,2
898,1.067,0.929,30225,0.416,0.017,1
899,1.023,1.03,20600,0.255,0.021,1
900,1.09,1.1,85250,0.144,0.177,1
901,1.034,0.906,195750,0.383,0.233,2
902,1.001,1.024,2622400,1,0.041,2
903,1,1.078,47045,0.283,0.031,1
904,1.051,1.079,75500,0.192,0.018,1
905,1.102,1.036,45312,0.312,0.032,1
906,1.086,1.12,28000,0.338,0.009,1
907,1,1.301,9469,0.06,0.005,1
908,1.173,1.1,165000,0.266,0.065,1
909,1.005,1.003,80270,0.245,0.057,1
910,1.022,1.333,160000,0.133,0.19,2
911,1.069,1.026,46800,0.122,0.056,2
912,1.009,1,70400,0.166,0.113,2
913,1.031,0.941,32000,0.415,0.035,2
914,1.12,0.938,56097,0.965,0.057,1
915,1.003,1.085,59700,0.258,0.022,1
916,1.028,1.125,106200,0.165,0.096,1
917,1.013,1.045,293250,0.37,0.044,2
918,1.021,1.066,108693,0.305,0.025,1
919,1.184,1.151,104715,0.054,0.019,1
920,1.035,0.949,504125,0.699,0.089,1
921,1.022,1.071,157500,0.175,0.152,2
922,1,0.977,13500,0.888,0.003,1
923,1.001,1,300000,0.8,0.027,1
924,1.083,1.005,60830,0.807,0.051,1
925,1.033,1,101250,1,0.039,1
926,1.009,1.074,58630,0.209,0.06,1
927,1.018,1.207,191202,1,0.091,1
928,1.087,1,27000,0.415,0.019,3
929,1.014,1.022,103500,1,0.024,1
930,1.056,1.143,57600,0.367,0.019,1
931,1.106,1.244,302400,1,0.14,2
932,1.001,1,100000,0.728,0.036,1
933,1.047,1,275500,0.146,0.069,2
934,1.006,1.083,1137500,1,0.08,2
935,1.241,1.094,175000,0.246,0.126,1
936,1.027,0.875,42000,0.355,0.263,3
937,1.056,1.498,13844,0.108,0.003,1
938,1.004,1,11168,0.262,0,3
939,1.005,1.054,1077777,0.208,0.119,2
940,1.036,1.111,102510,1,0.019,1
941,1.014,1.318,608740,0.416,0.106,1
942,1.03,0.992,111120,0.75,0.175,1
943,1.026,1,237500,0.139,0.176,2
944,1.02,1.222,132000,0.171,0.133,1
945,1.064,1.333,106666,0.191,0.006,1
946,1.005,0.98,705600,0.155,0.069,3
947,1.062,0.985,9356,1,0.01,1
948,1.029,1.221,256400,0.253,0.162,2
949,1.002,1.003,351050,0.8,0.016,1
950,1.002,1.316,29375,0.259,0.01,3
951,1.007,1,80000,0.8,0.024,1
952,1.005,1.01,404000,0.8,0.043,1
953,1.098,1.261,130500,0.126,0.173,1
954,1,1.005,40200,0.753,0.087,1
955,1.003,1.108,60247,0.207,0.052,1
956,1.049,1.009,53284,0.253,0.046,1
957,1,1,13500,0.265,0.011,1
958,1.1,1.3,32500,0.118,0.004,1
959,1.027,0.901,85595,0.212,0.048,1
960,1.001,0.982,52250,0.947,0.053,2
961,1.012,0.969,69300,0.221,0.053,1
962,1.189,1.097,10536,0.131,0.001,1
963,1.058,0.992,212850,0.213,0.071,2
964,1.065,1.032,20650,0.398,0.029,1
965,1.039,1,75000,1,0.058,2
966,1.001,1,250000,0.8,0.137,1
967,1.025,0.853,29866,0.256,0.073,1
968,1.108,1.283,84660,0.108,0.078,1
969,1.046,1,12000,0.207,0.092,1
970,1.096,1.109,16633,0.333,0.008,1
971,1.051,1.462,140400,1,0.182,1
972,1.07,1.084,26016,0.283,0.007,1
973,1.012,0.92,4857,0.1,0.01,1
974,1,1.267,95000,0.238,0.043,1
975,1.003,1.005,376875,0.8,0.013,1
976,1.024,1.104,42807,0.239,0.027,1
977,1.016,1.025,92250,0.279,0.116,1
978,1.007,1.052,510304,0.151,0.119,1
979,1.183,1.023,38682,0.246,0.081,1
980,1.005,0.925,27750,0.356,0.073,1
981,1.072,1.173,102175,1,0.147,1
982,1.038,1.125,118800,0.315,0.149,1
983,1,1.136,11363,0.234,0,1
984,1.001,1,50000,0.752,0.032,1
985,1.012,1.224,197050,0.177,0.14,1
986,1,1,150000,0.781,0.134,1
987,1.098,1.137,45500,0.4,0.034,1
988,1.115,1.309,59040,0.268,0.009,1
989,1.12,1.656,394055,1,0.172,1
990,1.044,1.014,76050,0.313,0.067,1
991,1.024,1.286,86400,0.27,0.17,1
992,1,1,90000,0.459,0.04,1
993,1.001,1.006,236410,0.8,0.026,1
994,1.088,1.071,75000,0.279,0.029,1
995,1,1,65000,0.766,0.027,1
996,1.11,1.2,60000,0.176,0.016,1
997,1.059,1.035,41400,0.24,0.023,1
998,1.012,1.537,145215,1,0.166,1
999,1.088,1.037,71312,0.191,0.076,1
1000,1.1,1.225,63210,0.276,0.107,1
1001,1.025,1.597,134166,1,0.13,1
1002,1.046,0.911,105865,0.207,0.122,1
1003,1.874,3.944,30409,0.081,0.001,1
1004,1,1.197,758333,0.235,0.095,1
1005,1,1.139,394625,0.23,0.122,2
1006,1.01,1.119,437100,0.237,0.123,2
1007,1.017,0.896,54954,0.132,0.175,2
1008,1.025,1.08,269886,0.617,0.148,2
1009,1.072,1.412,199999,0.188,0.174,2
1010,1.006,1.113,124411,0.255,0.127,2
1011,1.004,1,130434,0.833,0.036,2
1012,1.014,1.083,140838,0.146,0.179,2
1013,1.016,0.963,72187,0.139,0.17,2
1014,1.059,1.279,1470000,0.167,0.104,2
1015,1.017,0.958,229141,0.659,0.062,2
1016,1.025,1.178,331250,0.786,0.158,2
1017,1.006,1.068,267021,0.2,0.106,2
1018,1,1.19,744047,0.212,0.146,2
1019,1.063,1.599,239899,1,0.179,2
1020,1.017,1.095,723000,0.15,0.169,2
1021,1.048,1.167,136500,0.256,0.1,2
1022,1,0.944,1326640,1,0.138,2
1023,1.04,1.442,210872,0.174,0.144,1
1024,1.088,1.071,60000,0.102,0.047,1
1025,1.014,0.923,305956,0.289,0.093,1
1026,1.018,1,192500,1,0.083,1
1027,1.008,1.004,481919,0.8,0.014,1
1028,1.047,1.574,168367,0.298,0.139,1
1029,1.03,1.05,112560,0.204,0.171,1
1030,1.018,1.089,99817,0.328,0.104,1
1031,1.033,0.936,120510,0.342,0.057,1
1032,1.021,1,328666,0.261,0.087,2
1033,1.033,1,217500,0.241,0.023,2
1034,1.029,0.791,13460,0.27,0.003,1
1035,1.013,1.012,67837,1,0.029,2
1036,1.024,1.089,1176120,0.361,0.139,2
1037,1.003,0.984,147600,0.8,0.067,1
1038,1.05,1.047,431750,0.302,0.022,2
1039,1.063,1.139,60247,0.248,0.06,1
1040,1.007,1.079,18120,0.245,0.016,1
1041,1.033,1.031,15468,0.185,0.03,1
1042,1.004,0.903,32200,0.185,0.067,1
1043,1.11,1.018,292433,1,0.083,1
1044,1.003,1.75,35000,0.294,0,1
1045,1.012,1.016,381000,0.8,0.018,1
1046,1.007,0.94,445550,0.15,0.136,2
1047,1.002,1.01,154530,0.73,0.021,1
1048,1.009,1.158,588720,0.259,0.178,2
1049,1.055,1.067,80000,0.261,0.093,1
1050,1.028,1.125,114570,0.204,0.132,1
1051,1.03,0.893,437500,1,0.072,1
1052,1.016,0.886,85720,0.218,0.078,1
1053,1.03,1.098,631250,0.238,0.127,2
1054,1.002,1.17,321875,0.196,0.194,2
1055,1.016,1.078,87300,0.154,0.075,1
1056,1.016,1.005,1547700,0.255,0.046,2
1057,1.037,1.003,90300,0.306,0.034,2
1058,1,1.111,85500,0.335,0.02,2
1059,1.003,1.129,202240,0.299,0.067,2
1060,1.05,1.412,4800000,0.302,0.132,2
1061,1.015,1.116,211968,0.696,0.116,1
1062,1.014,1.155,355590,1,0.13,2
1063,1,0.95,49875,0.687,0.003,1
1064,1.008,0.98,215600,0.185,0.067,2
1065,1.117,1.45,20678,0.042,0,1
1066,1.043,1.016,127031,0.243,0.03,1
1067,1.018,0.917,51562,0.255,0.114,1
1068,1.015,1.25,93750,1,0.154,1
1069,1.085,1.053,104983,0.226,0.026,1
1070,1.005,1.064,28310,0.388,0.013,1
1071,1.002,1.005,40200,0.752,0.014,1
1072,1.017,1.091,72000,0.107,0.043,1
1073,1.129,1.267,41800,0.622,0.006,1
1074,1.002,1.01,53025,0.755,0.012,1
1075,1.153,1,85000,0.528,0.006,1
1076,1.05,1,3485,0.008,0.095,1
1077,1.021,0.99,14843,0.201,0.005,1
1078,1,1.3,26300,0.088,0.001,1
1079,1.129,1.188,66500,0.263,0.027,1
1080,1.038,1.217,146000,0.262,0.08,1
1081,1.003,1,125000,0.775,0.037,1
1082,1.02,1.083,32500,1.322,0.018,1
1083,1.036,1.132,84988,0.177,0.089,1
1084,1,1.136,37585,0.345,0.013,1
1085,1.004,1.006,402400,0.8,0.01,1
1086,1.016,1.111,60000,0.186,0.021,1
1087,1.015,1,105000,0.255,0.095,1
1088,1.005,0.926,5642,1,0.046,1
1089,1.001,1.002,200400,0.8,0.051,1
1090,1.002,1.009,353150,0.8,0.024,1
1091,1.072,1.113,100200,0.258,0.073,1
1092,1,1,100000,0.772,0.097,1
1093,1.003,1.009,181620,0.8,0.021,1
1094,1.004,1,300000,0.8,0.065,1
1095,1.025,0.95,71250,0.221,0.109,1
1096,1.015,1.176,190000,0.21,0.16,1
1097,1.257,1.464,10248,0.132,0.004,1
1098,1.04,1.386,259160,1,0.117,1
1099,1.002,1.005,251250,0.8,0.011,1
1100,1.035,0.933,70000,0.203,0.117,1
1101,1.003,1.312,131250,0.509,0.091,1
1102,1.03,0.964,224999,0.188,0.162,1
1103,1.027,1.014,87450,0.239,0.063,1
1104,1.07,1.304,180558,0.116,0.148,1
1105,1.095,0.95,7125,0.377,0.012,1
1106,1.048,1.091,63600,0.256,0.043,1
1107,1.019,1.27,82549,0.218,0.051,1
1108,1.094,1.109,34160,0.307,0.024,1
1109,1.053,1.017,61032,0.277,0.047,1
1110,1.076,1.027,87295,0.459,0.022,1
1111,1.423,1.05,12600,0.626,0.3,1
1112,1.017,1.022,59406,0.374,0.028,1
1113,1.001,1.01,484800,0.8,0.014,1
1114,1,1.043,39100,0.18,0.075,1
1115,1.029,1,77868,1,0.017,1
1116,1.001,1.005,271350,0.8,0.008,1
1117,1.031,1.014,79275,0.145,0.033,1
1118,1.011,0.943,825087,0.2,0.089,2
1119,1.065,1,300000,0.999,0.132,2
1120,1.018,1.053,2020599,0.259,0.086,2
1121,1.014,1.232,155250,1,0.146,2
1122,1.04,1.048,165000,1,0.043,2
1123,1.012,1.176,198000,0.289,0.069,2
1124,1.006,1.071,115995,0.201,0.07,2
1125,1.009,1.103,165375,0.091,0.145,2
1126,1.051,1.187,267000,0.117,0.164,2
1127,1.033,0.9,202500,1,0.116,2
1128,1.029,1.1,289850,0.215,0.122,2
1129,1.099,1.077,86800,0.314,0.038,2
1130,1.025,1.44,266910,0.096,0.25,2
1131,1.013,1.086,319200,0.359,0.041,2
1132,1.002,1.062,877625,0.218,0.072,2
1133,1.015,0.936,182500,0.231,0.087,2
1134,1.017,1.109,376890,0.542,0.162,2
1135,1.017,0.981,148750,0.267,0.137,2
1136,1.012,1.024,215250,0.196,0.025,2
1137,1.055,1.426,315250,1,0.18,2
1138,1.027,0.908,134887,0.266,0.087,2
1139,1,1.071,375000,0.301,0.081,2
1140,1.01,0.95,194750,0.563,0.059,2
1141,1.01,1.026,564466,0.32,0.101,2
1142,1.021,1.018,123321,1,0.052,2
1143,1.013,1.044,474203,0.214,0.096,2
1144,1.038,0.941,291764,0.215,0.085,2
1145,1.016,1.064,129630,0.681,0.047,2
1146,1.021,1.108,66500,1,0.047,2
1147,1.018,1.273,147000,0.123,0.192,2
1148,1.056,1.038,60750,0.181,0.026,2
1149,1.005,0.966,53244,0.8,0.018,3
1150,1.041,0.98,12740,0.234,0.019,3
1151,1.004,1.006,50300,0.763,0,1
1152,1.064,1,40150,0.45,0.095,1
1153,1.036,0.966,82068,0.697,0.088,2
1154,1.059,1.522,8130,0.079,0.012,1
1155,1.053,1.3,29640,0.247,0.031,1
1156,1.102,1.347,202083,1,0.101,1
1157,1.062,1.3,132600,0.227,0.157,2
1158,1.007,1.007,50350,0.758,0.008,1
1159,1.043,1.05,41580,0.411,0.024,1
1160,1.101,1.588,8943,0.144,0.016,1
1161,1.05,0.931,102850,1,0.151,1
1162,1,0.887,44375,0.806,0.136,1
1163,1.023,1.148,516600,1,0.028,2
1164,1.016,1.115,370330,0.19,0.129,2
1165,1.007,0.985,125625,0.545,0.123,2
1166,1.041,1.232,92460,0.191,0.065,1
1167,1.095,1.304,188136,1,0.114,2
1168,1.024,1.179,150375,0.235,0.116,1
1169,1.054,1.033,103338,0.216,0.064,1
1170,1.158,1.127,247241,1,0.137,1
1171,1,0.971,493000,0.214,0.1,2
1172,1.005,1.009,121080,0.779,0.014,1
1173,1.199,1.365,163630,0.27,0.09,1
1174,1.147,1.276,678125,1,0.148,2
1175,1.111,1.385,72000,0.332,0.028,1
1176,1.047,1.25,150000,0.205,0.073,1
1177,1.041,1.812,272600,0.122,0.177,1
1178,1.399,1.221,30566,0.125,0.057,1
1179,1,1,16005,0.244,0.006,1
1180,1.032,1.431,1288125,1,0.149,2
1181,1.279,1.232,10504,0.122,0.008,1
1182,1.03,1.375,264000,0.992,0.172,1
1183,1.062,1.103,176000,1,0.105,1
1184,1.093,1.067,25600,0.2,0.058,1
1185,1.002,1.001,180180,0.783,0.022,1
1186,1.012,1.307,454250,0.219,0.072,1
1187,1.029,1.193,138600,0.143,0.173,1
1188,1,1.007,302100,0.8,0.013,1
1189,1.017,1.062,106250,0.225,0.07,1
1190,1.008,0.936,716125,0.811,0.084,2
1191,1,1.031,511500,0.233,0.029,2
1192,1.038,1.459,16340,0.157,0.015,1
1193,1.033,0.857,63999,0.259,0.156,1
1194,1.03,0.667,83333,0.446,0.152,1
1195,1.133,1.5,75000,0.563,0.008,1
1196,1,1.014,304200,0.8,0.024,1
1197,1.042,1,33333,1,0.069,2
1198,1.026,1.061,530555,0.245,0.127,2
1199,1.009,1.139,995899,0.386,0.084,2
1200,1.028,1.036,155353,0.218,0.034,1
1201,1.014,1.077,67200,0.098,0.061,1
1202,1.019,1.013,101271,0.285,0.047,1
1203,1.052,1.02,103020,1,0.057,2
1204,1.001,1.113,120745,0.401,0.195,2
1205,1.098,1,585000,1,0.141,2
1206,1.045,1.053,84240,0.991,0.098,1
1207,1.043,1.147,125025,0.274,0.005,1
1208,1.1,0.76,226100,1,0.048,2
1209,1.667,1,39600,0.04,0.028,1
1210,1.046,0.896,81558,0.087,0.078,2
1211,1,1,11793,0.103,0,1
1212,1.092,1.3,52000,0.292,0.021,1
1213,1.022,1.031,185625,1,0.06,2
1214,1.036,1.159,152110,0.201,0.152,2
1215,1.096,1.127,135200,1,0.081,1
1216,1.002,1.001,60060,0.762,0.034,1
1217,1.009,1.029,185250,0.283,0.033,1
1218,1.048,1.018,91200,0.363,0.037,1
1219,1.007,1.242,298000,0.234,0.14,2
1220,1.14,0.86,10320,0.267,0.014,3
1221,1,1.31,9170,0.106,0.008,1
1222,1.011,1.038,81000,0.075,0.121,1
1223,1.04,1.599,105760,0.53,0.001,1
1224,1.018,2.133,141131,0.53,0.002,1
1225,1.103,1.16,63800,0.65,0.004,1
1226,1.247,1.062,31875,1,0.019,1
1227,1.01,0.987,474000,0.308,0.063,1
1228,1.013,1.093,142762,0.224,0.063,1
1229,1.261,1.311,141600,1,0.01,1
1230,1.063,0.958,143750,0.232,0.031,1
1231,1.037,1.083,69472,0.202,0.066,1
1232,1.14,1.66,23240,0.125,0.004,1
1233,1.025,0.904,1328250,0.14,0.062,2
1234,1.002,1.057,98666,0.15,0.06,2
1235,1.014,1.247,269899,0.185,0.182,2
1236,1.009,1.094,792750,0.328,0.084,2
1237,1.021,1.043,168000,0.302,0.166,2
